Seq. No.,2017 NAPCS Code,Title
565,2411001,"Other home entertainment, recreation and culture products"
566,241100101,Gambling products
567,24110010101,Table wagering games
568,24110010102,Gambling machine products
569,24110010103,Racing and sporting event gambling products
570,24110010104,Lotteries
571,24110010105,Internet gambling products
572,24110010106,"Sale of tickets of/for lotteries and other games of chance to gamblers, for a fee or commission"
573,241100102,"Leisure, recreational, and athletic instructional programs "
574,24110010201,"Leisure, recreational, and athletic instructional programs "
575,241100103,Library and archive services
576,24110010301,Library and archive services
577,241100104,"Portrait, wedding, and special event photography services"
578,24110010401,Portrait photography services
579,24110010402,Wedding and special event photography services
580,241100105,Dating services
581,24110010501,Dating services
582,241100106,Social event planning and coordination services
583,24110010601,Social event planning and coordination services
584,241100107,"Services of self-service machines, nec."
585,24110010701,"Services of self-service machines, nec."
586,241100108,Other personal services
587,24110010801,Other personal services
588,242,Household pets and related products
589,24201,Household pets and related products
590,2420101,Household pets
591,242010101,Household pets
592,24201010101,Household pets
593,2420102,"Food, supplies, and accessories for household pets"
594,242010201,Food for household pets
595,24201020101,Specialty pet feed
596,24201020102,Dog food
597,24201020103,Cat food
598,24201020104,Supplies and accessories for household pets
599,2420103,"Wholesaling services for household pets, pet foods, and pet supplies"
600,242010301,"Wholesaling services for household pets, pet foods, and pet supplies"
601,24201030101,"Wholesaling services for household pets, pet foods, and pet supplies"
602,2420104,"Retailing services for household pets, pet foods, and pet supplies"
603,242010401,"Retailing services for household pets, pet foods, and pet supplies"
604,24201040101,"Retailing services for pets, including fish"
605,24201040102,Retailing services for pet foods and supplies
606,2420105,Veterinary services and non-medical services for household pets
607,242010501,Veterinary services and non-medical services for household pets
608,24201050101,Veterinary services
609,24201050102,Non-medical services for household pets
610,27,"Automobiles, light-duty trucks, local passenger transportation services, and related products"
611,271,"Automobiles, light-duty trucks, and related products "
612,27101,"Automobiles, light-duty trucks, and related products "
613,2710101,Automobiles and light-duty trucks 
614,271010101,Automobiles and light-duty trucks 
615,27101010101,Automobiles and light-duty trucks 
616,2710102,Wholesaling services for automobiles and light-duty trucks
617,271010201,Wholesaling services for automobiles and light-duty trucks
618,27101020101,Wholesaling services for automobiles and light-duty trucks
619,2710103,Retailing services for automobiles and light-duty trucks 
620,271010301,Retailing services for automobiles and light-duty trucks 
621,27101030101,Retailing services for automobiles and light-duty trucks 
622,2710104,"Maintenance, repair, and other services for automobiles and light-duty trucks"
623,271010401,Maintenance and repair and related services for automobiles and light-duty trucks
624,27101040101,Maintenance and repair services for automobiles and light-duty trucks
625,27101040102,Washing and cleaning services for automobiles and light-duty trucks
626,27101040103,Regulatory safety inspections and emissions testing services for automobiles and light-duty trucks
627,271010402,Other services for automobiles and light-duty trucks
628,27101040201,Consumer vehicle loans
629,27101040202,Underwriting services for vehicle property and liability insurance policies
630,27101040203,Parking services
631,27101040204,"Security, navigation, armoring, and other vehicle services"
632,272,Local transportation services
633,27201,Local transportation services
634,2720101,Local transportation services
635,272010101,Local passenger transportation by road and rail
636,27201010101,"Local, fixed-route passenger transportation by road and transit rail"
637,27201010102,"Local passenger transportation by road, except fixed-route"
638,272010102,Local passenger transportation by water
639,27201010201,Local passenger transportation by water
640,31,"Leisure and long-distance travel, tourism, and accommodation products"
641,311,"Motor homes, travel trailers, campers, and related products"
642,31101,"Motor homes, travel trailers, campers, and related products"
643,3110101,"Motor homes, travel trailers, and campers"
644,311010101,"Motor homes, travel trailers, and campers"
645,31101010101,"Motor homes, travel trailers, and campers"
646,3110102,"Wholesaling services for motor homes, travel trailers, and campers"
647,311010201,"Wholesaling services for motor homes, travel trailers, and campers"
648,31101020101,"Wholesaling services for motor homes, travel trailers, and campers"
649,3110103,"Retailing services for motor homes, travel trailers, and campers  "
650,311010301,"Retailing services for motor homes, travel trailers, and campers  "
651,31101030101,"Retailing services for motor homes, travel trailers, and campers  "
652,3110104,"Rental and leasing services for motor homes, travel trailers, and campers"
653,311010401,"Rental and leasing services for motor homes, travel trailers, and campers"
654,31101040101,"Rental and leasing services for motor homes, travel trailers, and campers"
655,3110105,"Maintenance and repair and related services for motor homes, travel trailers, and campers"
656,311010501,"Maintenance and repair and related services for motor homes, travel trailers, and campers"
657,31101050101,"Maintenance and repair and related services for motor homes, travel trailers, and campers"
658,312,Rental of automobiles and light-duty trucks
659,31201,Rental of automobiles and light-duty trucks
660,3120101,Rental of automobiles and light-duty trucks
661,312010101,Rental of automobiles and light-duty trucks
662,31201010101,Rental of automobiles and light-duty trucks
663,313,Long-distance passenger transport services
664,31301,Long-distance passenger transportation by road
665,3130101,Long-distance passenger transportation by road
666,313010101,Long-distance passenger transportation by road
667,31301010101,"Long-distance, fixed-route passenger transportation by road"
668,31301010102,"Long-distance passenger transportation by road, except fixed-route"
669,31302,Interurban passenger transportation by rail
670,3130201,Interurban passenger transportation by rail
671,313020101,Interurban passenger transportation by rail
672,31302010101,Interurban passenger transportation by rail
673,31303,Long-distance passenger transportation by air
674,3130301,Scheduled passenger transportation by air
675,313030101,"Domestic, scheduled passenger transportation by air"
676,31303010101,"Domestic, scheduled passenger transportation by air, first class and business class"
677,31303010102,"Domestic, scheduled passenger transportation by air, coach class"
678,313030102,"International, scheduled passenger transportation by air"
679,31303010201,"International, scheduled passenger transportation by air, first class and business class"
680,31303010202,"International, scheduled passenger transportation by air, coach class"
681,3130302,Non-scheduled (chartered) passenger transportation by air
682,313030201,Non-scheduled (chartered) passenger transportation by air
683,31303020101,"Domestic, non-scheduled passenger transportation by air"
684,31303020102,"International, non-scheduled passenger transportation by air"
685,31304,"Coastal and Great Lakes fixed-route, passenger transportation by water"
686,3130401,"Coastal and Great Lakes fixed-route, passenger transportation by water"
687,313040101,"Coastal and Great Lakes fixed-route, passenger transportation by water"
688,31304010101,"Coastal and Great Lakes fixed-route, passenger transportation by water"
689,314,Scenic and sightseeing travel services
690,31401,Sightseeing services
691,3140101,Sightseeing services
692,314010101,Sightseeing services
693,31401010101,Sightseeing services by rail
694,31401010102,"Sightseeing services by ground vehicles, except rail"
695,31401010103,Sightseeing services by water
696,31401010104,Sightseeing services by air
697,31401010105,Tour guide services
698,31402,Cruises
699,3140201,Cruises
700,314020101,Cruises
701,31402010101,Cruises
702,31403,"Packaged and customized tours with accommodation, except cruises and academic trips and tours"
703,3140301,"Packaged and customized tours with accommodation, except cruises and academic trips and tours"
704,314030101,"Packaged and customized tours with accommodation, except cruises and academic trips and tours"
705,31403010101,"Packaged and customized tours with accommodation, except cruises and academic trips and tours"
706,315,"Travel arrangements, reservation, planning, and support services"
707,31501,Reservation service for passenger transportation
708,3150101,Reservation service for passenger transportation
709,315010101,Reservation service for passenger transportation
710,31501010101,Reservation service for airline seats
711,31501010102,Reservation service for vehicle rental
712,31501010103,Reservation service for cruises
713,31501010104,"Reservation service for passenger transportation, nec."
714,31502,Lodging reservation service
715,3150201,Lodging reservation service
716,315020101,Lodging reservation service
717,31502010101,Lodging reservation service
718,31503,Reservation service for packaged tours
719,3150301,Reservation service for packaged tours
720,315030101,Reservation service for packaged tours
721,31503010101,Reservation service for packaged tours
722,31504,Event ticket sales and reservation services
723,3150401,Event ticket sales and reservation services
724,315040101,Event ticket sales and reservation services
725,31504010101,Event ticket sales and reservation services
726,31505,Trip planning services
727,3150501,Trip planning services
728,315050101,Trip planning services
729,31505010101,Trip planning services
730,31506,"Foreign currency exchange services, retail"
731,3150601,"Foreign currency exchange services, retail"
732,315060101,"Foreign currency exchange services, retail"
733,31506010104,"Foreign currency exchange services, retail"
734,316,Travel insurance services
735,31601,Travel insurance services
736,3160101,Travel insurance services
737,316010101,Travel insurance services
738,31601010101,Travel insurance services
739,317,Accommodation for travelers
740,31701,Accommodation for travelers
741,3170101,Accommodation for travelers
742,317010101,Accommodation for travelers
743,31701010101,Room or unit accommodation for travelers
744,31701010102,Recreational vehicle and tent sites for travelers
745,318,Other leisure and travel products
746,31801,Luggage and related products
747,3180101,Luggage and related products
748,318010101,"Luggage, including suitcases, travel bags, backpacks, and other types"
749,31801010101,"Luggage, including suitcases, travel bags, backpacks, and other types"
750,318010102,Wholesaling services for luggage
751,31801010201,Wholesaling services for luggage
752,318010103,"Retailing services for luggage and leather goods, including briefcases"
753,31801010301,"Retailing services for luggage and leather goods, including briefcases"
754,31802,Short-term entertainment access services
755,3180201,Short-term entertainment access services
756,318020101,Short-term entertainment access services
757,31802010101,Short-term entertainment access services
758,31803,"Other leisure and travel services, nec."
759,3180301,"Other leisure and travel services, nec."
760,318030101,"Other leisure and travel services, nec."
761,31803010101,"Other leisure and travel services, nec."
762,34,"Educational services, health care and related products for persons, and public, community, and social services, nec., except public administration services"
763,341,Educational services
764,34101,Educational services
765,3410101,"Education, training, and instruction services"
766,341010101,Basic education and skills programs
767,34101010101,Basic education and skills programs 
768,341010102,"Trade, career, technical and professional development training programs "
769,34101010201,"Trade, career, technical and professional development training programs "
770,341010103,"Higher career, technical, academic, and advanced research qualification programs "
771,34101010301,"Higher career, technical, academic, and advanced research qualification programs "
772,341010104,Exam preparation and tutoring services
773,34101010401,Exam preparation courses
774,34101010402,Academic tutoring and customized learning programs
775,341010105,Student services
776,34101010501,Student services
777,3410102,Educational support and consulting services
778,341010201,Educational support and consulting services
779,34101020101,Educational support and consulting services
780,342,Health care and related products for persons
781,34201,"Drugs and medicines, and related products"
782,3420101,"Drugs and medicines, and related products"
783,342010101,"Pharmaceutical preparations, including prescribed and nonprescribed drugs and medicines"
784,34201010101,"Pharmaceutical preparations, including prescribed and nonprescribed drugs and medicines"
785,342010102,Wholesaling services for drugs and medicines
786,34201010201,Wholesaling services for drugs and medicines
787,342010103,"Retailing services for medicines, vitamins, minerals, and supplements"
788,34201010301,"Retailing services for medicines, vitamins, minerals, and supplements"
789,34202,"Health care equipment, appliances, and supplies for persons, and related products"
790,3420201,"Health care equipment, appliances, and supplies for persons"
791,342020101,"Health care equipment, appliances, and supplies for persons"
792,34202010101,"Orthopedic and prosthetic appliances, other types, except intraocular lenses"
793,34202010102,Prescription eyeware
794,34202010103,"Other eyewear, except industrial"
795,34202010104,Hearing aids
796,34202010105,Other home medical supplies
797,3420202,"Wholesaling services for health care equipment, appliances, and supplies for persons"
798,342020201,"Wholesaling services for health care equipment, appliances, and supplies for persons"
799,34202020101,"Wholesaling services for health care equipment, appliances, and supplies for persons"
800,3420203,"Retailing services for health care equipment, appliances, and supplies for persons"
801,342020301,"Retailing services for health care equipment, appliances, and supplies for persons"
802,34202030101,Retailing services for home health care equipment and supplies
803,34202030102,Retailing services for glasses and contact lenses
804,3420204,Rental of home health care equipment
805,342020401,Rental of home health care equipment
806,34202040101,Rental of home health care equipment
807,34203,Health care and related services
808,3420301,"Physician and hospital services, except dental services"
809,342030101,"Physician and hospital services, except dental services"
810,34203010101,"Physician and hospital services, except dental services"
811,3420302,Dental services
812,342030201,Dental services
813,34203020101,Dental services
814,3420303,Ambulance and related services
815,342030301,Ambulance services
816,34203030101,Emergency ambulance services
817,34203030102,Non-emergency ambulance services
818,342030302,Standby ambulance and/or first-aid services
819,34203030201,Standby ambulance and/or first-aid services
820,3420304,"Home health care and related services, except assisted daily living (ADL) services "
821,342030401,"Home health care and related services, except assisted daily living (ADL) services "
822,34203040101,"Home health care and related services, except assisted daily living (ADL) services "
823,3420305,Assisted daily living (ADL) and related services
824,342030501,Independent-living services
825,34203050101,Independent-living services
826,342030502,"Assisted daily living (ADL) services, except skilled nursing services"
827,34203050201,"Assisted daily living (ADL) services, without rehabilitation or counseling"
828,34203050202,"Assisted daily living (ADL) services, with rehabilitation and therapy services"
829,34203050203,"Assisted daily living (ADL) services, with counseling services"
830,342030503,Assisted daily living (ADL) and skilled nursing services
831,34203050301,"Assisted daily living (ADL) and skilled nursing services, without rehabilitation services"
832,34203050302,"Assisted daily living (ADL) and skilled nursing services, with rehabilitation services"
833,342030504,Right to occupancy (life lease) services
834,34203050401,Right to occupancy (life lease) services
835,3420306,"Other heath care services, except assisted daily living (ADL) services"
836,342030601,"Blood, organ, and tissue bank services"
837,34203060101,Human blood services
838,34203060102,Organ bank services
839,34203060103,Tissue bank services
840,34203060104,Human reproductive and stem cell bank services
841,342030602,Therapeutic massage services
842,34203060201,Therapeutic massage services
843,342030603,"Other health care services, nec. "
844,34203060301,"Other health care services, nec. "
845,34204,"Health, life, and accident insurance"
846,3420401,"Health, life, and accident insurance"
847,342040101,"Health, life, and accident insurance"
848,34204010101,Underwriting services for life insurance
849,34204010102,Underwriting services for health and accident insurance 
850,343,"Public, community, and social services, nec., except public administration services"
851,34301,"Public, community, and social services, nec., except public administration services"
852,3430101,"Public, community, and social services, nec., except public administration services"
853,343010101,Social assistance services
854,34301010101,"Social assistance services for children, youth, and families"
855,34301010102,Social assistance services for elderly and disabled adults
856,34301010103,Social assistance services for immigrants and refugees
857,34301010104,Social assistance services for the general population
858,343010102,Civic and social organization membership services
859,34301010201,Civic and social organization membership services
860,343010103,Other membership (including religious congregation) services
861,34301010301,Other membership (including religious congregation) services
862,37,"Personal care and related products, including funeral products"
863,371,Personal care products and related products
864,37101,Personal care supplies
865,3710101,Personal care supplies
866,371010101,Toiletries and cosmetics
867,37101010101,"Bath, facial, and hand soaps, including hand sanitizers"
868,37101010102,"Perfumes, toilet waters, and colognes"
869,37101010103,Hair care products 
870,37101010104,"Oral hygiene pastes, liquids, and similar products"
871,37101010105,"Cosmetics, creams, lotions, oils, and other toilet preparations "
872,371010102,Personal care paper products
873,37101010201,Personal care paper products
874,371010103,Other non-electric personal care equipment and supplies
875,37101010301,Other non-electric personal care equipment and supplies
876,37102,Wholesaling services for personal care supplies
877,3710201,Wholesaling services for personal care supplies
878,371020101,Wholesaling services for personal care supplies
879,37102010101,"Wholesaling services for cosmetics, beauty supplies, perfumes and colognes, including hair preparations and hairbrushes "
880,37102010102,"Wholesaling services for bath, facial, and hand soaps"
881,37102010103,"Wholesaling services for personal care paper products, including disposable paper diapers, feminine hygiene products, and similar"
882,37102010104,"Wholesaling services for other personal care supplies, including toothbrushes (except electric), razor blades, and razors (except electric)"
883,37103,Retailing services for personal care supplies
884,3710301,Retailing services for personal care supplies
885,371030101,Retailing services for personal care supplies
886,37103010101,Retailing services for personal hygiene supplies
887,37103010102,Retailing services for cosmetics and fragrances
888,37104,Personal care services
889,3710401,Personal care services
890,371040101,Personal care services
891,37104010101,Hair care services
892,37104010102,Nail care services
893,37104010103,Skin care services
894,37104010104,Hair removal services
895,37104010105,Non-therapeutic massage services
896,37104010106,"Tattoo, tanning and other body modification services"
897,37104010107,Weight loss services
898,372,"Funeral products, and related products"
899,37201,"Funeral products, and related products"
900,3720101,"Funeral products, and related products"
901,372010101,Caskets and other funeral goods
902,37201010101,Caskets and other funeral goods
903,372010102,Wholesaling services for caskets and other funeral goods
904,37201010201,Wholesaling services for caskets and other funeral goods
905,372010103,"Retailing services for caskets, monuments, grave markers, and other funeral goods"
906,37201010301,"Retailing services for caskets, monuments, grave markers, and other funeral goods"
907,372010104,Funeral services
908,37201010401,Pre-burial services for human remains
909,37201010402,Cremation services for human remains
910,37201010403,Interment services for human remains
911,37201010404,Grave plots and other spaces for human remains
912,37201010405,Cemetery maintenance services
913,37201010406,Packaged funeral services for human remains
914,41,"Financial, insurance, and related products, nec."
915,411,"Financial, insurance, and related products, nec."
916,41101,"Personal financial, insurance, and related products, nec."
917,4110101,"Personal financial services, except mortgage and vehicle loans"
918,411010101,"Deposit account services, except business"
919,41101010101,"Deposit account service packages, except business"
920,41101010102,"Separately-priced deposit account services, except business"
921,411010102,"Consumer loans, except mortgage and vehicle loans"
922,41101010201,"Consumer loans, except mortgage and vehicle loans"
923,411010103,Personal financial planning and investment management services
924,41101010301,Personal financial planning and investment management services
925,4110102,"Personal insurance services, nec."
926,411010201,"Personal insurance services, nec."
927,41101020101,Underwriting services for pensions and annuities
928,41101020102,"Other personal insurance services, nec."
929,41102,"Financial and insurance services, nec."
930,4110201,Business and government loans
931,411020101,Business and government loans
932,41102010101,Loans to financial businesses
933,41102010102,Loans to non-financial businesses
934,41102010103,Loans to governments
935,4110202,"Credit financing services, except loans"
936,411020201,"Credit financing services, except loans"
937,41102020101,Credit card services
938,41102020102,Factoring services
939,41102020103,Automobile and light-duty truck leasing services
940,41102020104,"Finance leasing services, except automobile and light-duty truck leasing services"
941,41102020105,Installment credit services
942,41102020106,Other credit financing services
943,4110203,Securities origination services
944,411020301,Securities origination services
945,41102030101,Securities origination services
946,4110204,Brokering and dealing services
947,411020401,Brokering and dealing services
948,41102040101,Brokering and dealing services for debt instruments
949,41102040102,Brokering and dealing services for equities
950,41102040103,Brokering and dealing services for derivatives contracts
951,41102040104,"Brokering and dealing services for foreign currency, wholesale"
952,41102040105,Brokering and dealing services for investment company securities
953,41102040106,Brokering and dealing services for other financial instruments
954,41102040107,Brokerage correspondent services
955,4110205,Financing related to securities
956,411020501,Financing related to securities
957,41102050101,Financing related to securities
958,4110206,Trading securities and commodity contracts on own account
959,411020601,Trading securities and commodity contracts on own account
960,41102060101,Trading securities and commodity contracts on own account
961,4110207,Cash handling and management services for business
962,411020701,Cash handling and management services for business
963,41102070101,Cash handling and management services for business
964,4110208,"Document payment services, except traveler's check services"
965,411020801,"Document payment services, except traveler's check services"
966,41102080101,"Document payment services, except traveler's check services"
967,4110209,Trust services
968,411020901,Trust services
969,41102090101,Trust services
970,4110210,Support services for financial and commodity markets
971,411021001,Support services for financial and commodity markets
972,41102100101,Support services for financial and commodity markets
973,4110211,Automated clearing house (ACH) services
974,411021101,Automated clearing house (ACH) services
975,41102110101,Automated clearing house (ACH) services
976,4110212,Other products supporting financial services
977,411021201,Other products supporting financial services
978,41102120101,Other products supporting financial services
979,4110213,"Tax planning and consulting services for corporate and other clients, except individuals and unincorporated businesses"
980,411021301,"Tax planning and consulting services for corporate and other clients, except individuals and unincorporated businesses"
981,41102130101,"Tax planning and consulting services for corporate and other clients, except individuals and unincorporated businesses"
982,4110214,Insurance underwriting services
983,411021401,Insurance underwriting services
984,41102140101,Underwriting services for surety bonds and related products
985,41102140102,Underwriting services for agricultural multiple peril insurance policies
986,41102140103,Underwriting services for transportation insurance policies 
987,41102140104,Underwriting services for product liability insurance policies
988,41102140105,"Underwriting services for general liability insurance policies, nec."
989,4110215,Reinsurance services
990,411021501,Reinsurance services
991,41102150101,Reinsurance services for life and health insurance and annuities 
992,41102150102,Reinsurance services for surety bond and related insurances
993,41102150103,Reinsurance services for property and casualty insurance
994,41102150104,"Reinsurance services, nec."
995,4110216,Insurance support services
996,411021601,Insurance support services
997,41102160101,Insurance brokerage and agency services
998,41102160102,Claims adjustment services
999,41102160103,Consulting services for insurance
1000,41102160104,"Insurance support services, nec."
1001,4110217,"Services related to financial and insurance services, nec."
1002,411021701,"Services related to financial and insurance services, nec."
1003,41102170101,Debt recovery and collection services
1004,41102170102,Credit rating services
1005,41102170103,Seizure and execution services
1006,44,Legal and related products
1007,441,Legal and related products
1008,44101,Personal legal and related products
1009,4410101,Personal legal and related products
1010,441010101,Personal legal and related products
1011,44101010101,"Legal services, criminal law"
1012,44101010102,"Legal services, wills, estates and trusts"
1013,44101010103,"Legal services, family law"
1014,44102,"Legal and related services, nec."
1015,4410201,"Legal services, nec."
1016,441020101,"Legal services, nec."
1017,44102010101,"Legal services, real estate law"
1018,44102010102,"Legal services, business and commercial law"
1019,44102010103,"Legal services, civil negligence law"
1020,44102010104,"Legal services, labor and employment law"
1021,44102010105,"Legal services, other civil law"
1022,4410202,Legal expert witness services and other legal consulting services
1023,441020201,Legal expert witness services and other legal consulting services
1024,44102020101,Legal expert witness services and other legal consulting services
1025,4410203,"Legal support and related services, except legal consulting services"
1026,441020301,"Legal support and related services, except legal consulting services"
1027,44102030101,Legal and patent document filing and search services
1028,44102030102,Process server services
1029,44102030103,Personal background checks
1030,44102030104,Investigation services
1031,44102030105,"Other legal support services, nec."
1032,4410204,"Arbitration and mediation services, except environmental"
1033,441020401,"Arbitration and mediation services, except environmental"
1034,44102040101,"Arbitration and mediation services, except environmental"
1035,4410205,Notarization and certification services
1036,441020501,Notarization and certification services
1037,44102050101,Notarization and certification services
1038,47,"Apartment and nonresidential constructions, and related products "
1039,471,"Apartment and nonresidential constructions, and related products"
1040,47101,Apartment and nonresidential constructions and construction services 
1041,4710101,Apartment and nonresidential constructions and construction services 
1042,471010101,Apartment and nonresidential constructions and construction services 
1043,47101010101,Apartment and nonresidential building constructions
1044,47101010102,Apartment and nonresidential building construction services
1045,47101010103,Non-building constructions and construction services
1046,47102,Rental and leasing of nonresidential constructions and land
1047,4710201,Rental and leasing of nonresidential constructions and land
1048,471020101,Rental and leasing of land for nonresidential use
1049,47102010101,Rental and leasing of land for nonresidential use
1050,471020102,Rental and leasing of nonresidential space in buildings or other facilities
1051,47102010201,Rental and leasing of office and professional space
1052,47102010202,Rental and leasing of commercial space
1053,47102010203,Rental and leasing of industrial and manufacturing space
1054,47102010204,"Rental of space for meetings, conventions, and similar short-term business uses"
1055,47102010205,Rental of mini-warehouses and self-storage units space
1056,47102010206,"Rental of space for weddings, banquets, parties and similar short-term social uses"
1057,47102010207,"Rental of space for sporting, entertainment and other events"
1058,47102010208,"Rental and leasing of nonresidential space in buildings or other facilities, nec."
1059,47103,"Services related to nonresidential constructions, except construction services"
1060,4710301,"Services related to nonresidential constructions, except construction services"
1061,471030101,Commercial landscaping services
1062,47103010101,Commercial landscaping services
1063,471030102,"Architectural services, except residential, landscape, and consulting"
1064,47103010201,Architectural services for nonresidential building projects
1065,47103010202,Architectural services for historical restoration projects
1066,471030103,Landscape architectural services for nonresidential buildings and recreational and open space projects
1067,47103010301,Landscape architectural services for nonresidential building projects
1068,47103010302,Landscape architectural services for recreational and open space projects
1069,471030104,Urban planning services
1070,47103010401,Urban planning services
1071,471030105,"Engineering services, except residential and consulting"
1072,47103010501,"Engineering services for commercial, public and institutional building projects"
1073,47103010502,Engineering services for petroleum and petrochemical plant and process projects
1074,47103010503,Engineering services for other industrial and manufacturing plant and process projects
1075,47103010504,Engineering services for industrial and manufacturing product design projects
1076,47103010505,Engineering services for transportation projects
1077,47103010506,Engineering services for municipal utility projects
1078,47103010507,Engineering services for power projects
1079,47103010508,Engineering services for telecommunications and broadcasting system projects
1080,47103010509,Engineering services for hazardous and industrial waste systems projects
1081,47103010510,"Engineering services for nonresidential projects, nec."
1082,471030106,Brokerage services for the sale and rental of nonresidential real estate
1083,47103010601,Brokerage services for the sale and rental of nonresidential real estate
1084,471030107,Underwriting services for commercial multiple peril insurance policies
1085,47103010701,Underwriting services for commercial multiple peril insurance policies
1086,471030108,Commercial building inspection services
1087,47103010801,Commercial building inspection services
1088,471030109,"Pest extermination and control services, nonresidential"
1089,47103010901,"Pest extermination and control services, nonresidential"
1090,471030110,General-purpose and comprehensive commercial cleaning services
1091,47103011001,General-purpose and comprehensive commercial cleaning services
1092,471030111,"On-site cleaning services for carpets, rugs, and upholstery, commercial"
1093,47103011101,"On-site cleaning services for carpets, rugs, and upholstery, commercial"
1094,471030112,"Building security system services, nonresidential"
1095,47103011201,"Building security system monitoring services, nonresidential"
1096,47103011202,"Building security system and lock installation and repair services, nonresidential"
1097,47104,"Services related to constructions, nec."
1098,4710401,"Services related to constructions, nec."
1099,471040101,Architectural consulting services
1100,47104010101,Architectural consulting services
1101,471040102,"Landscape architectural services, nec."
1102,47104010201,"Landscape architectural services, specific elements"
1103,47104010202,Landscape architectural consulting services
1104,471040103,Project site master planning services
1105,47104010301,Project site master planning services
1106,471040104,Engineering consulting services
1107,47104010401,Engineering consulting services
1108,471040105,Drafting services
1109,47104010501,Drafting services
1110,471040106,"Interior design services, except interior decorating services"
1111,47104010601,"Interior design services, except interior decorating services"
1112,471040107,"Surveying, mapping, and charting services, except geophysical"
1113,47104010701,Geospatial photo and image acquisition services
1114,47104010702,Geospatial photo and image processing services
1115,47104010703,Geospatial data interpretation services
1116,47104010704,Integrated surveying and mapping services
1117,47104010705,"Thematic mapping, orthophoto mapping, and charting services"
1118,47104010706,Geospatial consulting services
1119,471040108,Construction project management services
1120,47104010801,Construction project management services
1121,471040109,"Services related to real estate, nec."
1122,47104010901,Brokerage services for the sale and rental of land
1123,47104010902,Real estate consulting services
1124,47104010903,Real estate appraisal services
1125,47104010904,Real estate listing services
1126,471040110,"Underwriting services for property and casualty insurance policies, except vehicle and multiple peril insurance"
1127,47104011001,"Underwriting services for property and casualty insurance policies, except vehicle and multiple peril insurance"
1128,471040111,"Services related to building inspection, nec."
1129,47104011101,Specific element inspection services
1130,47104011102,Environmental hazard detection services
1131,47104011103,Pest inspection services
1132,47104011104,Other services related to building inspection
1133,471040112,Property management services
1134,47104011201,Property management services
1135,471040113,"Specialized cleaning services, nec."
1136,47104011301,Cleaning services for window exteriors
1137,47104011302,Cleaning services for building exteriors
1138,47104011303,Damage restoration and cleaning services
1139,47104011304,Hard-surface floor care services
1140,47104011305,Duct cleaning services
1141,47104011306,Snow removal services for parking lots and driveways
1142,47104011307,"Other specialized cleaning services, nec."
1143,471040114,"Services related to security, nec."
1144,47104011401,Security guard and patrol services
1145,47104011402,Security consulting services
1146,47104011403,"Training services, security"
1147,47104011404,Architectural armoring services
1148,51,Equipment and related products
1149,511,"Office equipment and related products, except computers"
1150,51101,"Office equipment, except computers"
1151,5110101,"Office equipment, except computers"
1152,511010101,"Office equipment, except computers"
1153,51101010101,Office machinery
1154,51101010102,Wood office furniture
1155,51101010103,"Office furniture, except wood"
1156,51102,"Wholesaling services for office equipment and furniture, except computers"
1157,5110201,"Wholesaling services for office equipment and furniture, except computers"
1158,511020101,"Wholesaling services for office equipment and furniture, except computers"
1159,51102010101,"Wholesaling services for office equipment, except computers"
1160,51102010102,Wholesaling services for office furniture
1161,51103,"Retailing services for office equipment and furniture, except computers"
1162,5110301,"Retailing services for office equipment and furniture, except computers"
1163,511030101,"Retailing services for office equipment and furniture, except computers"
1164,51103010101,"Retailing services for office equipment and furniture, except computers"
1165,51104,"Rental services for office equipment, except computers"
1166,5110401,"Rental services for office equipment, except computers"
1167,511040101,"Rental services for office equipment, except computers"
1168,51104010101,"Rental services for office equipment, except computers"
1169,51105,"Maintenance and repair services for office equipment, except computers"
1170,5110501,"Maintenance and repair services for office equipment, except computers"
1171,511050101,"Maintenance and repair services for office equipment, except computers"
1172,51105010101,"Maintenance and repair services for office equipment, except computers"
1173,512,"Computers and peripheral equipment and communications equipment, and related products"
1174,51201,Computers and peripheral equipment and communications equipment
1175,5120101,Computers and peripheral equipment and communications equipment
1176,512010101,Computers and peripheral equipment and communications equipment
1177,51201010101,Computers and peripheral equipment and communications equipment
1178,51202,"Wholesaling services for computers and peripheral equipment and communications equipment, except computer components"
1179,5120201,"Wholesaling services for computers and peripheral equipment and communications equipment, except computer components"
1180,512020101,"Wholesaling services for computers and peripheral equipment and communications equipment, except computer components"
1181,51202010101,"Wholesaling services for computers and peripheral equipment and communications equipment, except computer components"
1182,51203,"Retailing services for computers and peripheral equipment, communications equipment, and related products"
1183,5120301,"Retailing services for computers and peripheral equipment, communications equipment, and related products"
1184,512030101,"Retailing services for computers and peripheral equipment, communications equipment, and related products"
1185,51203010101,"Retailing services for computers and peripheral equipment, communications equipment, and related products"
1186,51204,Rental services for computers and peripheral equipment and communications equipment
1187,5120401,Rental services for computers and peripheral equipment and communications equipment
1188,512040101,Rental services for computers and peripheral equipment and communications equipment
1189,51204010101,Rental of computers and peripheral equipment
1190,51204010102,Rental of communications equipment
1191,51205,Maintenance and repair services for computers and peripheral equipment and communications equipment
1192,5120501,Maintenance and repair services for computers and peripheral equipment and communications equipment
1193,512050101,Maintenance and repair services for computers and peripheral equipment and communications equipment
1194,51205010101,Maintenance and repair services for computer hardware and peripheral equipment
1195,51205010102,Maintenance and repair services for communications and navigation equipment
1196,513,Computer software and related products
1197,51301,Published computer software
